,keV_per_bin,Ex_min,Ex_max,Eg_min,Eg_max,Gg,Gg_err,rhoSn,rhoSn_err,E_gamma,gSF-median,gSF-error,E_x,NLD-median,NLD-error
0,180.0,2970.0,5000.0,999.9,6000.0,30.675,7.4242,29194819.207288582,4442689.879370002,,,,,,
0,,,,,,,,,,1.17,2.9954941966631175e-09,1.4263839357680814e-08,0.0,24.377987128690524,16.537355835184595
1,,,,,,,,,,1.35,2.63754539185726e-09,1.6130986534125374e-08,0.18,37.04907491527459,19.37282395896295
2,,,,,,,,,,1.53,2.7292588401956087e-09,2.2031558179021902e-08,0.36,56.428016401948554,12.011064869806866
3,,,,,,,,,,1.71,2.6280395423525124e-09,2.8464712479623663e-08,0.54,74.28171927305381,34.83122271898698
4,,,,,,,,,,1.8900000000000001,2.705241640119144e-09,3.6630895094341605e-08,0.72,105.46935671534183,89.15193846132057
5,,,,,,,,,,2.07,2.571408804386688e-09,4.7565256075648584e-08,0.9,89.79904943517148,139.09822201460554
6,,,,,,,,,,2.25,2.1807447694614405e-09,4.7145131702440964e-08,1.08,115.99726401251863,237.96976583950396
7,,,,,,,,,,2.43,1.359341746251869e-09,4.005764651561766e-08,1.26,130.56277891291006,352.3961562143461
8,,,,,,,,,,2.61,1.1379186985410976e-09,4.1847854419755824e-08,1.44,165.5156308861238,639.8856546522558
9,,,,,,,,,,2.79,7.890877338087401e-10,3.264394574099137e-08,1.62,160.54955496514333,817.6587701070506
10,,,,,,,,,,2.97,5.142439162605496e-10,3.338221240260882e-08,1.8,187.864057255191,1342.731577114906
11,,,,,,,,,,3.15,3.047711988192121e-10,2.2509017120160268e-08,1.98,242.7914401062358,2128.2282934433306
12,,,,,,,,,,3.33,1.5299692997165403e-10,1.2383183847649924e-08,2.16,297.1840108058009,3072.2100853858865
13,,,,,,,,,,3.5100000000000002,2.914880092890942e-10,3.458033014323977e-08,2.34,292.0580279236792,4337.802195216045
14,,,,,,,,,,3.69,1.1391629960289432e-10,2.1257724053697196e-08,2.52,414.21433761282947,7446.361300752495
15,,,,,,,,,,3.87,1.5603743218237288e-10,3.872084842681082e-08,2.7,440.35365351060216,10492.3825432985
16,,,,,,,,,,4.05,4.3105194799872654e-10,1.3354324138283893e-07,2.88,505.0942688862581,15132.157863736289
17,,,,,,,,,,4.23,2.804068376765528e-10,8.345352784905008e-08,3.06,729.9621792552873,32496.331672956567
18,,,,,,,,,,4.41,1.0118851951079124e-09,3.6153204450325026e-07,3.24,617.8605583663192,34314.60763787639
19,,,,,,,,,,4.59,2.9139124754013453e-10,1.9499498829924752e-07,3.42,1662.2036075426442,109809.40774769524
20,,,,,,,,,,4.7700000000000005,9.030727644600744e-10,5.340513751729485e-07,3.6,1445.212293881519,89662.94253918328
21,,,,,,,,,,4.95,1.6882952496381496e-09,1.3717031911852274e-06,3.7800000000000002,4549.514053942473,417488.45446455886
