    0.170261736143443514E+02    0.204534997209680519E+00    0.733871780077200442E+00   -0.992978105643013365E+00    0.273646716042782678E+02   -0.564286277205670501E+02
    0.238507983000551178E+02    0.185126241881633957E+00    0.977379561761640980E+00   -0.352848616367113221E+01    0.138491239098560754E+02   -0.537050384022616356E+02
    0.219011196550073919E+02    0.317176282019421996E+00    0.677603487882178390E+00   -0.148772559661437720E+01    0.364528653903337698E+02   -0.527689890692074570E+02
    0.102254269270291847E+02    0.118808035966074943E+01    0.520468030769292933E+00   -0.120271405977504875E+01    0.283755662443844514E+02   -0.525844149968869630E+02
    0.130499093699578133E+02    0.105590454650749210E+01    0.423425285795163142E+00   -0.273441841595880364E+00    0.617555400186912493E+02   -0.524994478938812676E+02
    0.194338662906399975E+02    0.415923450373002379E+00    0.772869301802962871E+00   -0.226661661133900338E+01    0.102480268567477033E+02   -0.523055099723211328E+02
    0.171015993405308180E+02    0.208931895434622789E+00    0.964279724619457101E+00   -0.311757527864968909E+01    0.539102647327056914E+02   -0.522774908850202138E+02
    0.189021687304463981E+02    0.221532311329690035E+00    0.777198820140239777E+00   -0.163370041718476333E+01    0.153025949485301620E+02   -0.519266255861026380E+02
    0.164010980017505688E+02    0.408750866532199442E+00    0.100841076268912988E+01   -0.360451348809178729E+01    0.240182254262585424E+02   -0.519163065578009224E+02
    0.134228554954311896E+02    0.496001191173635891E+00    0.659493447941947974E+00   -0.110712841968035769E+01    0.531667975221776743E+02   -0.517675149091344835E+02
    0.127996670845243230E+02    0.419000831572437615E+00    0.778013536688598628E+00   -0.211307131249577473E+01    0.412732555110351740E+02   -0.517642437768611998E+02
    0.209060521669926658E+02    0.181430786758966262E+00    0.905173016688916698E+00   -0.249353245576211258E+01    0.790910547845230738E+01   -0.515856017114913925E+02
    0.115335824019525290E+02    0.224658435944775581E+00    0.730961411704425634E+00   -0.121143469683982064E+01    0.836045870765126580E+02   -0.512992266186452071E+02
    0.368747981980616117E+02    0.187006135914256688E+00    0.955465020163062118E+00   -0.348980529534373352E+01    0.290460990360672078E+02   -0.512831579592574869E+02
    0.112152806322419174E+02    0.191280805612331045E+00    0.104362420582732951E+01   -0.254464457840013969E+01    0.203951580102842946E+02   -0.510251866200825646E+02
    0.124417864246523546E+02    0.249095923716970341E+00    0.636837880238159015E+00   -0.635248537530842983E+00    0.754906376733717366E+02   -0.509503652714446460E+02
    0.165374889989226190E+02    0.855274634893798957E+00    0.594104320455175028E+00   -0.147307029761960107E+01    0.317597745125291198E+02   -0.509184154886170219E+02
    0.145861013103676065E+02    0.228580601518145715E+00    0.113773629373417862E+01   -0.347476728911918276E+01    0.586747304156121885E+01   -0.509007228464299217E+02
    0.174320738219152389E+02    0.219919678368508731E+00    0.804180676190005550E+00   -0.180130516575592692E+01    0.660491391728761528E+02   -0.508647277619577238E+02
    0.262832093411885310E+02    0.412689190750654245E+00    0.784583493184075165E+00   -0.255756787072605363E+01    0.333789197975202683E+02   -0.508145061130431941E+02
    0.293182806448141164E+02    0.284388283387478402E+00    0.846484168651212010E+00   -0.274591907508683297E+01    0.228132235072868852E+02   -0.506776826540367580E+02
    0.240954133980604581E+02    0.188657856893273745E+00    0.101849895775169208E+01   -0.349424282184319157E+01    0.701628415999694255E+01   -0.506432696851163087E+02
    0.140170901260748479E+02    0.237342797215372769E+00    0.108199667821237644E+01   -0.342621537336486925E+01    0.309053289160415652E+02   -0.506279538265190112E+02
    0.218849105771299506E+02    0.456509138168792017E+00    0.672114747581190497E+00   -0.164617828011559220E+01    0.429203507815650198E+02   -0.505572298489710263E+02
    0.981768954252623161E+01    0.714994706991892937E+00    0.598663289772258911E+00   -0.105299805962492798E+01    0.459211265233283541E+02   -0.505418280855649087E+02
    0.263447071443620615E+02    0.351277283701523446E+00    0.759564473676550000E+00   -0.220104217690456938E+01    0.423486788793038755E+02   -0.505367437417847114E+02
    0.181972942514556308E+02    0.440509497712525289E+00    0.772584454240198726E+00   -0.224797481562179868E+01    0.128812450344824523E+02   -0.505073061129605207E+02
    0.210615135148850108E+02    0.536094971285085431E+00    0.717710435384471879E+00   -0.197011621108227453E+01    0.312062288285933001E+02   -0.503621212095528463E+02
    0.146535047284635311E+02    0.292071641497810897E+00    0.726334366063871140E+00   -0.133980077252772167E+01    0.730437522228671696E+02   -0.503281357561616076E+02
    0.216390227296411304E+02    0.297152075051603570E+00    0.909897304572265142E+00   -0.302890805930062257E+01    0.936661120914249778E+01   -0.503020234303379752E+02
    0.250414632286977721E+02    0.318035404169083491E+00    0.870849755789321445E+00   -0.296223127460298175E+01    0.174011687589077724E+02   -0.502851164330429512E+02
    0.168878963686148893E+02    0.336086235780823195E+00    0.650810881627882365E+00   -0.999483508694193556E+00    0.474501356871174380E+02   -0.501777476259649120E+02
    0.261522304111397119E+02    0.208574494504366326E+00    0.807480615719291528E+00   -0.230285780738580481E+01    0.550384382516816117E+02   -0.501584970235661700E+02
    0.166119108871096159E+02    0.449461343782080025E+00    0.695390248425947211E+00   -0.165153716694457176E+01    0.603760152638474494E+02   -0.501454872957710336E+02
    0.180465263215326530E+02    0.218882677888224048E+00    0.764317491266208848E+00   -0.175220302914418236E+01    0.240669604469733471E+02   -0.501443706654260737E+02
    0.114199130387521564E+02    0.259537973501691777E+00    0.720823253197744318E+00   -0.983974234323301555E+00    0.482327181204100128E+02   -0.500997454212548448E+02
    0.172029014503028037E+02    0.731834635123873256E+00    0.782098157930098958E+00   -0.273619549446662269E+01    0.110661911227613103E+02   -0.500290792397046928E+02
