    0.443004420482568761E+02    0.161591584004229322E+00    0.969444244130905020E+00   -0.332215509798871089E+01   -0.594050907055858488E+02
    0.573100066639735815E+02    0.109726407358984401E+01    0.431919641067409099E+00   -0.104949232742808585E+01   -0.578222074484099124E+02
    0.285603142078260070E+02    0.435275707710222615E+00    0.956179746248459805E+00   -0.367626636451778355E+01   -0.564104030154050307E+02
    0.451672884312395126E+02    0.161319103106491113E+00    0.994272582354567058E+00   -0.378631168333064361E+01   -0.560246354697447373E+02
    0.242605523161567760E+02    0.148607810546149910E+00    0.737029811812563329E+00   -0.147334452063383559E+01   -0.555312514883635799E+02
    0.352733327473388130E+02    0.166123806425254594E+00    0.856946151845712434E+00   -0.275870023997505154E+01   -0.554634448610258133E+02
    0.231237626905607598E+02    0.181835213226543113E+00    0.942499921862848589E+00   -0.294348336767150087E+01   -0.553815643194757712E+02
    0.318310066207669564E+02    0.285083810462083864E+00    0.728612055267156000E+00   -0.192684379328310817E+01   -0.552721558086168443E+02
    0.250241534543285518E+02    0.296739945969017038E+00    0.938549955762297050E+00   -0.323016440599162058E+01   -0.551038534109998537E+02
    0.326017825093341429E+02    0.150813475679140691E+00    0.869789510933500321E+00   -0.245389020886326126E+01   -0.549245573881256348E+02
    0.239503207373232705E+02    0.152342704781135846E+00    0.109668723179209016E+01   -0.372067466132743396E+01   -0.547945055152866303E+02
    0.354590407576836100E+02    0.246341563105843958E+00    0.859712581964450773E+00   -0.282061416738398396E+01   -0.547944106895646001E+02
    0.333000485232170576E+02    0.147828323392500099E+00    0.948491118108473752E+00   -0.330964109866504952E+01   -0.547698053652600976E+02
    0.245090418742634739E+02    0.281661279423662203E+00    0.845947318187404762E+00   -0.245155040083357356E+01   -0.546435562411923073E+02
    0.349048500010056983E+02    0.190933256666573015E+00    0.920248185067675806E+00   -0.300045674881189095E+01   -0.546325663074668242E+02
    0.306037214578864720E+02    0.119386366628927254E+01    0.387737146130432420E+00   -0.335109371388696120E+00   -0.544038874761575357E+02
    0.316457368260175080E+02    0.168951676362518149E+00    0.762676488464698266E+00   -0.186028290689632891E+01   -0.543200824754232059E+02
    0.288542493539545504E+02    0.161605815314262491E+00    0.118649905166833580E+01   -0.479272247796025752E+01   -0.542591640966393811E+02
    0.358970036362527338E+02    0.186590270623643251E+00    0.104630255683790052E+01   -0.400205639492568022E+01   -0.542239801556759247E+02
    0.298666808103177956E+02    0.213565496731982246E+00    0.117265220718128682E+01   -0.468775487429401316E+01   -0.542072856651324173E+02
    0.333567141694135358E+02    0.215499964898881791E+00    0.105791095007719949E+01   -0.408223122667700711E+01   -0.541970802708668629E+02
    0.295047330141934765E+02    0.233031132659403700E+00    0.105028247937755537E+01   -0.399025805743080264E+01   -0.541530566244977436E+02
    0.330724690727651804E+02    0.184672882601895211E+00    0.841281228373056411E+00   -0.246692686241506953E+01   -0.539263972333730450E+02
    0.300087621419107009E+02    0.216167380183495988E+00    0.103570750305776405E+01   -0.375830020535878351E+01   -0.538508050814455785E+02
