# E[keV] values
0.000000000000000000e+00 3.806725336024722139e+01
2.500000000000000000e+02 3.618053510960362473e+01
5.000000000000000000e+02 9.467143642218542254e+01
7.500000000000000000e+02 2.096912639795815778e+02
1.000000000000000000e+03 2.667210148378612757e+02
1.250000000000000000e+03 4.401195102500527128e+02
1.500000000000000000e+03 7.445064682644716640e+02
1.750000000000000000e+03 1.497584045404926201e+03
2.000000000000000000e+03 2.205308453002991428e+03
2.250000000000000000e+03 3.782716033783683542e+03
2.500000000000000000e+03 8.606545491560731534e+03
2.750000000000000000e+03 1.304539934086575340e+04
3.000000000000000000e+03 2.452627495673263184e+04
3.250000000000000000e+03 3.976143113240945968e+04
3.500000000000000000e+03 9.942239815793102025e+04
3.750000000000000000e+03 1.485571151175198611e+05
4.000000000000000000e+03 2.980724814244450536e+05
