# E[keV] values
0.000000000000000000e+00 8.006450810033864229e+01
2.500000000000000000e+02 3.500462374011749489e+01
5.000000000000000000e+02 1.031435166000267714e+02
7.500000000000000000e+02 2.098638498125387741e+02
1.000000000000000000e+03 3.506273400272045251e+02
1.250000000000000000e+03 6.755867494978094783e+02
1.500000000000000000e+03 1.002461611435817872e+03
1.750000000000000000e+03 1.682938464439646168e+03
2.000000000000000000e+03 2.964749070913212563e+03
2.250000000000000000e+03 4.617897233255905121e+03
2.500000000000000000e+03 7.663642444243446334e+03
2.750000000000000000e+03 1.382751215935025175e+04
3.000000000000000000e+03 2.389106878015443363e+04
3.250000000000000000e+03 5.426788662418378954e+04
3.500000000000000000e+03 1.187701599391629716e+05
3.750000000000000000e+03 2.598965483119490382e+05
4.000000000000000000e+03 4.732595897710022982e+05
