# E[keV] values
0.000000000000000000e+00 3.161637977043884362e+01
2.500000000000000000e+02 4.161680871550124294e+01
5.000000000000000000e+02 7.911019932023542367e+01
7.500000000000000000e+02 1.367034192655487743e+02
1.000000000000000000e+03 2.349997300461051282e+02
1.250000000000000000e+03 3.563928261034200204e+02
1.500000000000000000e+03 6.093828546034950477e+02
1.750000000000000000e+03 1.177445839683102349e+03
2.000000000000000000e+03 1.650435304229055646e+03
2.250000000000000000e+03 2.900379107840306915e+03
2.500000000000000000e+03 5.627757601700315718e+03
2.750000000000000000e+03 7.946831949183881989e+03
3.000000000000000000e+03 2.015883971554244636e+04
3.250000000000000000e+03 3.784219454330026201e+04
3.500000000000000000e+03 9.248588567871955456e+04
3.750000000000000000e+03 1.169689645858614240e+05
4.000000000000000000e+03 3.421504901578311110e+05
