# E[keV] values
0.000000000000000000e+00 4.544553382963172794e+01
2.500000000000000000e+02 4.045735946066719890e+01
5.000000000000000000e+02 7.811208898839412029e+01
7.500000000000000000e+02 1.566616699065932607e+02
1.000000000000000000e+03 3.130285494873898529e+02
1.250000000000000000e+03 5.126430783832261113e+02
1.500000000000000000e+03 8.334130633272034174e+02
1.750000000000000000e+03 1.238835104647321259e+03
2.000000000000000000e+03 1.797065271716141297e+03
2.250000000000000000e+03 4.002983154808918243e+03
2.500000000000000000e+03 8.988615743724900312e+03
2.750000000000000000e+03 1.437960958462764756e+04
3.000000000000000000e+03 2.557283286941598271e+04
3.250000000000000000e+03 3.680555584893983178e+04
3.500000000000000000e+03 9.950525296101527056e+04
3.750000000000000000e+03 1.416758838294766902e+05
4.000000000000000000e+03 4.149182411135231960e+05
