# E[keV] values
0.000000000000000000e+00 8.663270260658721611e+01
2.500000000000000000e+02 4.554232637372164305e+01
5.000000000000000000e+02 6.871496988784822690e+01
7.500000000000000000e+02 2.029079227850094469e+02
1.000000000000000000e+03 2.743389189604176863e+02
1.250000000000000000e+03 5.412265564614309596e+02
1.500000000000000000e+03 8.068243832081129767e+02
1.750000000000000000e+03 1.441672480705208727e+03
2.000000000000000000e+03 2.152690692134411165e+03
2.250000000000000000e+03 5.082351275906564297e+03
2.500000000000000000e+03 9.659890445720093339e+03
2.750000000000000000e+03 1.635957890343145482e+04
3.000000000000000000e+03 3.136481652296801985e+04
3.250000000000000000e+03 3.826590101989484538e+04
3.500000000000000000e+03 8.847566579609246401e+04
3.750000000000000000e+03 1.895501626074007654e+05
4.000000000000000000e+03 5.607202404774499591e+05
