# E[keV] values
1.125000000000000000e+03 2.943703460617595406e-08
1.375000000000000000e+03 3.971692720867968641e-08
1.625000000000000000e+03 4.510565859092639851e-08
1.875000000000000000e+03 5.572701003307622286e-08
2.125000000000000000e+03 8.321085872304853022e-08
2.375000000000000000e+03 6.700900595228606163e-08
2.625000000000000000e+03 8.040139280284966955e-08
2.875000000000000000e+03 7.677486498978417144e-08
3.125000000000000000e+03 3.810089144149844693e-08
3.375000000000000000e+03 8.859360430233397646e-09
3.625000000000000000e+03 4.531542146533889513e-08
3.875000000000000000e+03 9.961831698517760919e-08
4.125000000000000000e+03 1.140616248077430379e-07
4.375000000000000000e+03 1.178778168692504885e-07
4.625000000000000000e+03 3.111536881520180234e-07
4.875000000000000000e+03 2.231685243119049789e-07
5.125000000000000000e+03 9.290205097193215383e-07
