# E[keV] values
1.125000000000000000e+03 1.830806541595224617e-08
1.375000000000000000e+03 2.506942704826333000e-08
1.625000000000000000e+03 3.423264441181338192e-08
1.875000000000000000e+03 5.689944674709337150e-08
2.125000000000000000e+03 7.795192660891755153e-08
2.375000000000000000e+03 6.603125844040085814e-08
2.625000000000000000e+03 6.864843816457260651e-08
2.875000000000000000e+03 6.833445307261979778e-08
3.125000000000000000e+03 4.202988509299546229e-08
3.375000000000000000e+03 1.305712961818838051e-08
3.625000000000000000e+03 7.369771958057112803e-08
3.875000000000000000e+03 1.197551755904190770e-07
4.125000000000000000e+03 1.703933425130241978e-07
4.375000000000000000e+03 2.169582175120395653e-07
4.625000000000000000e+03 3.125017734958716676e-07
4.875000000000000000e+03 1.154077807574468975e-07
5.125000000000000000e+03 3.012246067693816510e-07
