# E[keV] values
0.000000000000000000e+00 3.964014176719151550e+01
2.500000000000000000e+02 4.230398265090983756e+01
5.000000000000000000e+02 7.693294533270908175e+01
7.500000000000000000e+02 1.514613914153520113e+02
1.000000000000000000e+03 2.328902415267411641e+02
1.250000000000000000e+03 4.095082403779019273e+02
1.500000000000000000e+03 8.504705957429779346e+02
1.750000000000000000e+03 1.322629376528052035e+03
2.000000000000000000e+03 2.255991065221428471e+03
2.250000000000000000e+03 4.275517911234944222e+03
2.500000000000000000e+03 9.829748518943828458e+03
2.750000000000000000e+03 1.060722221156706655e+04
3.000000000000000000e+03 2.371553980567213148e+04
3.250000000000000000e+03 4.005793204315870389e+04
3.500000000000000000e+03 1.324558944082979579e+05
3.750000000000000000e+03 2.902207829588777968e+05
4.000000000000000000e+03 4.760445975432930863e+05
