# E[keV] values
0.000000000000000000e+00 6.310624317164170805e+01
2.500000000000000000e+02 3.978588249815259559e+01
5.000000000000000000e+02 7.788287231628946472e+01
7.500000000000000000e+02 1.979225595643949873e+02
1.000000000000000000e+03 2.768265737523085477e+02
1.250000000000000000e+03 5.070037822243874643e+02
1.500000000000000000e+03 8.280331690824432371e+02
1.750000000000000000e+03 1.220122595966930930e+03
2.000000000000000000e+03 2.137496144514194839e+03
2.250000000000000000e+03 3.917949209972552126e+03
2.500000000000000000e+03 8.225050437323270671e+03
2.750000000000000000e+03 1.049793666086896883e+04
3.000000000000000000e+03 2.567446040869924764e+04
3.250000000000000000e+03 4.324432595567722456e+04
3.500000000000000000e+03 7.791329344901975128e+04
3.750000000000000000e+03 1.999606319930763566e+05
4.000000000000000000e+03 6.953871523758674739e+05
