# E[keV] values
0.000000000000000000e+00 5.721819598811013208e+01
2.500000000000000000e+02 3.633104317656534477e+01
5.000000000000000000e+02 9.431350273842159027e+01
7.500000000000000000e+02 1.466692914304986743e+02
1.000000000000000000e+03 2.106132997544828811e+02
1.250000000000000000e+03 3.172847026937404848e+02
1.500000000000000000e+03 7.372922166761032940e+02
1.750000000000000000e+03 1.067201147874197659e+03
2.000000000000000000e+03 1.608025591678137516e+03
2.250000000000000000e+03 2.718246515526690018e+03
2.500000000000000000e+03 6.516857022402631628e+03
2.750000000000000000e+03 1.081590587255141509e+04
3.000000000000000000e+03 1.553240734449710180e+04
3.250000000000000000e+03 4.209978493533169967e+04
3.500000000000000000e+03 7.511411629000279936e+04
3.750000000000000000e+03 1.471325618399271916e+05
4.000000000000000000e+03 4.007994537536919233e+05
