# E[keV] values
1.125000000000000000e+03 3.814992520273758084e-08
1.375000000000000000e+03 3.922299749060614398e-08
1.625000000000000000e+03 4.506208523233585083e-08
1.875000000000000000e+03 5.320239226265922736e-08
2.125000000000000000e+03 8.091741286700760695e-08
2.375000000000000000e+03 6.705684529864298193e-08
2.625000000000000000e+03 7.160706351291581576e-08
2.875000000000000000e+03 7.284939602112202374e-08
3.125000000000000000e+03 3.734446972592749249e-08
3.375000000000000000e+03 1.472486608570583578e-08
3.625000000000000000e+03 3.919685885275207857e-08
3.875000000000000000e+03 5.077086751136544268e-08
4.125000000000000000e+03 1.331546786189459006e-07
4.375000000000000000e+03 1.840876826992570497e-07
4.625000000000000000e+03 1.877329722480937618e-07
4.875000000000000000e+03 1.894979852467054852e-07
5.125000000000000000e+03 4.817631315345095232e-07
