# E[keV] values
0.000000000000000000e+00 5.342259725297240891e+01
2.500000000000000000e+02 4.892262063940595596e+01
5.000000000000000000e+02 6.526711781689796510e+01
7.500000000000000000e+02 1.384062334561011767e+02
1.000000000000000000e+03 2.149367387056830694e+02
1.250000000000000000e+03 4.052664722388462337e+02
1.500000000000000000e+03 7.241464662026384076e+02
1.750000000000000000e+03 9.218384501334049901e+02
2.000000000000000000e+03 1.388454660768460371e+03
2.250000000000000000e+03 3.074081145376098902e+03
2.500000000000000000e+03 7.942122491369774252e+03
2.750000000000000000e+03 1.078373705935533872e+04
3.000000000000000000e+03 1.908506442816494018e+04
3.250000000000000000e+03 3.416322488430476369e+04
3.500000000000000000e+03 6.231764329204508249e+04
3.750000000000000000e+03 1.187659427953473933e+05
4.000000000000000000e+03 2.402642611956145265e+05
