# E[keV] values
1.125000000000000000e+03 2.642237404585140476e-09
1.375000000000000000e+03 2.399376760114919460e-09
1.625000000000000000e+03 2.361621384135710231e-09
1.875000000000000000e+03 2.161330516546833473e-09
2.125000000000000000e+03 2.142682391739095937e-09
2.375000000000000000e+03 1.128555371190712566e-09
2.625000000000000000e+03 9.240147122283625204e-10
2.875000000000000000e+03 6.285321819022051044e-10
3.125000000000000000e+03 3.520586121190115643e-10
3.375000000000000000e+03 4.218799517049410367e-11
3.625000000000000000e+03 1.479615275733793522e-10
3.875000000000000000e+03 1.907007144798526528e-10
4.125000000000000000e+03 2.681542921062857507e-10
4.375000000000000000e+03 1.329459850514796042e-10
4.625000000000000000e+03 1.023320973135123210e-10
4.875000000000000000e+03 7.616084552526836315e-11
5.125000000000000000e+03 2.638309723770653456e-10
