# E[keV] values
0.000000000000000000e+00 5.903280310784271023e+01
2.500000000000000000e+02 3.754286960142297858e+01
5.000000000000000000e+02 8.703093553517939540e+01
7.500000000000000000e+02 1.782123529829433153e+02
1.000000000000000000e+03 2.828287667223842163e+02
1.250000000000000000e+03 5.029214917724823977e+02
1.500000000000000000e+03 9.262139226821516331e+02
1.750000000000000000e+03 1.191866099313493578e+03
2.000000000000000000e+03 2.241798724054423474e+03
2.250000000000000000e+03 4.087120505842349303e+03
2.500000000000000000e+03 8.097882888541256762e+03
2.750000000000000000e+03 1.057011799778630302e+04
3.000000000000000000e+03 2.266052479586801201e+04
3.250000000000000000e+03 4.674465979337557656e+04
3.500000000000000000e+03 8.823855024726870761e+04
3.750000000000000000e+03 1.408472435175064893e+05
4.000000000000000000e+03 3.474079314046804211e+05
