# E[keV] values
0.000000000000000000e+00 4.389364444026055878e+01
2.500000000000000000e+02 4.435348374235220348e+01
5.000000000000000000e+02 7.181146610439868994e+01
7.500000000000000000e+02 1.307005853973393812e+02
1.000000000000000000e+03 2.177262144280453811e+02
1.250000000000000000e+03 4.750675478408937806e+02
1.500000000000000000e+03 5.420758971829902748e+02
1.750000000000000000e+03 7.435182763742316183e+02
2.000000000000000000e+03 1.657642506711403939e+03
2.250000000000000000e+03 3.063824834665030721e+03
2.500000000000000000e+03 5.825469466634584933e+03
2.750000000000000000e+03 8.233778543270582304e+03
3.000000000000000000e+03 1.827104729616101758e+04
3.250000000000000000e+03 3.517984145059523144e+04
3.500000000000000000e+03 5.584457959057002881e+04
3.750000000000000000e+03 1.179974095642968023e+05
4.000000000000000000e+03 2.536948218436275492e+05
