# E[keV] values
1.125000000000000000e+03 2.653077045727604768e-08
1.375000000000000000e+03 3.108780997918892905e-08
1.625000000000000000e+03 4.303377077489402266e-08
1.875000000000000000e+03 6.569081689491743697e-08
2.125000000000000000e+03 7.618084134613197169e-08
2.375000000000000000e+03 6.936562326675197944e-08
2.625000000000000000e+03 7.778334841621984811e-08
2.875000000000000000e+03 6.966186470220966435e-08
3.125000000000000000e+03 2.952344290021316077e-08
3.375000000000000000e+03 1.278529947731512378e-08
3.625000000000000000e+03 6.391279407462563270e-08
3.875000000000000000e+03 1.038807234353412421e-07
4.125000000000000000e+03 1.166973208545478488e-07
4.375000000000000000e+03 1.991500994011440257e-07
4.625000000000000000e+03 2.251124863202935716e-07
4.875000000000000000e+03 1.047729168918738732e-07
5.125000000000000000e+03 6.833010298867398513e-07
