# E[keV] values
0.000000000000000000e+00 6.740152238478120239e+01
2.500000000000000000e+02 3.754121989208164933e+01
5.000000000000000000e+02 8.930242725888648181e+01
7.500000000000000000e+02 1.971390046537193257e+02
1.000000000000000000e+03 3.427539072753014580e+02
1.250000000000000000e+03 6.241180406871751529e+02
1.500000000000000000e+03 9.193899846631079527e+02
1.750000000000000000e+03 1.229746323213905043e+03
2.000000000000000000e+03 2.138918129177104674e+03
2.250000000000000000e+03 5.603363125045691959e+03
2.500000000000000000e+03 1.070299497379753302e+04
2.750000000000000000e+03 1.419965236321513476e+04
3.000000000000000000e+03 2.414630639564797093e+04
3.250000000000000000e+03 4.091295453434205410e+04
3.500000000000000000e+03 1.331625600569515082e+05
3.750000000000000000e+03 2.617562117238722276e+05
4.000000000000000000e+03 1.113181421762727667e+06
