# E[keV] values
1.125000000000000000e+03 2.464738207111169978e-08
1.375000000000000000e+03 3.096010453224108079e-08
1.625000000000000000e+03 3.461335762186615072e-08
1.875000000000000000e+03 6.049372634817696693e-08
2.125000000000000000e+03 8.664185613540722590e-08
2.375000000000000000e+03 7.654992923163362778e-08
2.625000000000000000e+03 8.609071540426435267e-08
2.875000000000000000e+03 8.210964329710619052e-08
3.125000000000000000e+03 3.860664655341629749e-08
3.375000000000000000e+03 1.493464751141662061e-08
3.625000000000000000e+03 4.476514265410106632e-08
3.875000000000000000e+03 1.075524698702505072e-07
4.125000000000000000e+03 1.947536563629200221e-07
4.375000000000000000e+03 2.322799601887428957e-07
4.625000000000000000e+03 1.421022655548708417e-07
4.875000000000000000e+03 1.840614920141328316e-07
5.125000000000000000e+03 4.694474295686650479e-07
