# E[keV] values
1.125000000000000000e+03 3.500260966717324689e-08
1.375000000000000000e+03 2.952949364260074562e-08
1.625000000000000000e+03 4.515777826434525344e-08
1.875000000000000000e+03 6.288579960036939280e-08
2.125000000000000000e+03 9.160458542760642062e-08
2.375000000000000000e+03 7.626741483262472845e-08
2.625000000000000000e+03 8.507898286579294488e-08
2.875000000000000000e+03 6.960601026834890963e-08
3.125000000000000000e+03 4.332047671156360600e-08
3.375000000000000000e+03 1.150516101971204933e-08
3.625000000000000000e+03 6.886992227465314852e-08
3.875000000000000000e+03 1.014821298993997003e-07
4.125000000000000000e+03 1.701650360254218281e-07
4.375000000000000000e+03 2.040061702802792203e-07
4.625000000000000000e+03 3.170450746029246907e-07
4.875000000000000000e+03 1.065577502504554400e-07
5.125000000000000000e+03 4.410159275611553139e-07
