# E[keV] values
0.000000000000000000e+00 4.222844868725799472e+01
2.500000000000000000e+02 4.414554974067843318e+01
5.000000000000000000e+02 7.100763980410147269e+01
7.500000000000000000e+02 1.563525707501945590e+02
1.000000000000000000e+03 2.503783698529934441e+02
1.250000000000000000e+03 4.426811922652216253e+02
1.500000000000000000e+03 8.412670728457069345e+02
1.750000000000000000e+03 1.386133932093695648e+03
2.000000000000000000e+03 2.163840680598978906e+03
2.250000000000000000e+03 3.002779206219187017e+03
2.500000000000000000e+03 6.587185103510041699e+03
2.750000000000000000e+03 1.081987987210697065e+04
3.000000000000000000e+03 2.103805649916512266e+04
3.250000000000000000e+03 4.789495392137448653e+04
3.500000000000000000e+03 7.782211733258345339e+04
3.750000000000000000e+03 1.676762308705091127e+05
4.000000000000000000e+03 2.990466542918041232e+05
