# E[keV] values
1.125000000000000000e+03 3.316289993210138743e-08
1.375000000000000000e+03 2.980338977589198063e-08
1.625000000000000000e+03 4.038797700489566517e-08
1.875000000000000000e+03 6.314144278524238147e-08
2.125000000000000000e+03 7.773752125858268188e-08
2.375000000000000000e+03 7.503660858196536143e-08
2.625000000000000000e+03 7.839868842527359641e-08
2.875000000000000000e+03 7.389125206587900388e-08
3.125000000000000000e+03 3.747747585769770870e-08
3.375000000000000000e+03 1.235828764432388706e-08
3.625000000000000000e+03 5.120315342862221397e-08
3.875000000000000000e+03 9.729094634278521761e-08
4.125000000000000000e+03 9.223349195453112658e-08
4.375000000000000000e+03 2.491997252049062065e-07
4.625000000000000000e+03 2.110619485969286398e-07
4.875000000000000000e+03 2.608635428897837642e-07
5.125000000000000000e+03 5.731032984496196624e-07
