# E[keV] values
1.125000000000000000e+03 4.469247986990572660e-08
1.375000000000000000e+03 4.065159491258985823e-08
1.625000000000000000e+03 5.242033806181834129e-08
1.875000000000000000e+03 7.974983614077186983e-08
2.125000000000000000e+03 9.910779610348714132e-08
2.375000000000000000e+03 7.989772067767988821e-08
2.625000000000000000e+03 8.244400641477614135e-08
2.875000000000000000e+03 7.523488319083386028e-08
3.125000000000000000e+03 3.708106630557571938e-08
3.375000000000000000e+03 2.311657727615521891e-08
3.625000000000000000e+03 4.636316985636711195e-08
3.875000000000000000e+03 8.673811980022146008e-08
4.125000000000000000e+03 1.386919050562398460e-07
4.375000000000000000e+03 1.105853023407480314e-07
4.625000000000000000e+03 1.325102581750679422e-07
4.875000000000000000e+03 2.206801300301574267e-07
5.125000000000000000e+03 2.732703771707807438e-07
