# E[keV] values
1.125000000000000000e+03 1.941354056652138355e-08
1.375000000000000000e+03 3.446503395440730233e-08
1.625000000000000000e+03 4.225120074855657571e-08
1.875000000000000000e+03 6.000185794638637259e-08
2.125000000000000000e+03 7.961184411396663037e-08
2.375000000000000000e+03 5.951070784001914906e-08
2.625000000000000000e+03 7.352099736005783997e-08
2.875000000000000000e+03 6.662314995755263982e-08
3.125000000000000000e+03 3.778393725307026289e-08
3.375000000000000000e+03 6.855629823323511878e-09
3.625000000000000000e+03 6.595003845987162781e-08
3.875000000000000000e+03 5.354737682740941442e-08
4.125000000000000000e+03 1.239730260921670143e-07
4.375000000000000000e+03 2.482216019130753313e-07
4.625000000000000000e+03 2.086510106002597348e-07
4.875000000000000000e+03 1.076516515113189904e-07
5.125000000000000000e+03 7.022530060929067331e-07
