# E[keV] values
1.125000000000000000e+03 2.350242051036857761e-08
1.375000000000000000e+03 3.264428095638278409e-08
1.625000000000000000e+03 4.416989589658146373e-08
1.875000000000000000e+03 5.140753622471595872e-08
2.125000000000000000e+03 7.934655707581761153e-08
2.375000000000000000e+03 5.892025802494689084e-08
2.625000000000000000e+03 7.486556674963403565e-08
2.875000000000000000e+03 6.774812443810034815e-08
3.125000000000000000e+03 2.720514290146651047e-08
3.375000000000000000e+03 1.331190617722950302e-08
3.625000000000000000e+03 3.015637841531907097e-08
3.875000000000000000e+03 6.786549842949460633e-08
4.125000000000000000e+03 1.397944984808433137e-07
4.375000000000000000e+03 1.285016505806780859e-07
4.625000000000000000e+03 1.757031050410143201e-07
4.875000000000000000e+03 2.068493754808789596e-07
5.125000000000000000e+03 3.114749804175060685e-07
