# E[keV] values
0.000000000000000000e+00 6.807463285022276978e+01
2.500000000000000000e+02 4.618789812959077778e+01
5.000000000000000000e+02 5.829841609895518673e+01
7.500000000000000000e+02 8.855289648222807841e+01
1.000000000000000000e+03 1.069717806553054089e+02
1.250000000000000000e+03 1.297882451609669658e+02
1.500000000000000000e+03 1.392230799962106857e+02
1.750000000000000000e+03 1.903253522400194697e+02
2.000000000000000000e+03 2.184908001015663501e+02
2.250000000000000000e+03 2.577105176026283857e+02
2.500000000000000000e+03 4.020631263185575790e+02
2.750000000000000000e+03 4.896281274330884230e+02
3.000000000000000000e+03 5.921044723304893296e+02
3.250000000000000000e+03 3.267770883138946942e+02
3.500000000000000000e+03 5.982018254089377933e+02
3.750000000000000000e+03 1.760275568306127298e+03
4.000000000000000000e+03 1.326640924279960245e+03
