# E[keV] values
1.125000000000000000e+03 3.535940931120697277e-08
1.375000000000000000e+03 4.148077599841204556e-08
1.625000000000000000e+03 4.743956964223876872e-08
1.875000000000000000e+03 7.224821635210120896e-08
2.125000000000000000e+03 8.792477526071968519e-08
2.375000000000000000e+03 8.577102671839070105e-08
2.625000000000000000e+03 8.996279751867365156e-08
2.875000000000000000e+03 8.242522450731424100e-08
3.125000000000000000e+03 5.877008888975655236e-08
3.375000000000000000e+03 1.062184229599315542e-08
3.625000000000000000e+03 8.777037299480209057e-08
3.875000000000000000e+03 1.058865528756781092e-07
4.125000000000000000e+03 1.334348537104557397e-07
4.375000000000000000e+03 2.721630536531111930e-07
4.625000000000000000e+03 1.790402909904594086e-07
4.875000000000000000e+03 2.427723124409997285e-07
5.125000000000000000e+03 6.930564255389467244e-07
