# E[keV] values
1.125000000000000000e+03 2.559070123456982469e-08
1.375000000000000000e+03 2.477701832214159178e-08
1.625000000000000000e+03 3.350151730120270520e-08
1.875000000000000000e+03 4.952713955063168611e-08
2.125000000000000000e+03 5.900642998275054843e-08
2.375000000000000000e+03 4.885291278108283544e-08
2.625000000000000000e+03 6.945058591575473639e-08
2.875000000000000000e+03 5.857282284311851084e-08
3.125000000000000000e+03 3.908108383778919167e-08
3.375000000000000000e+03 8.096263395570725511e-09
3.625000000000000000e+03 6.249746916681923567e-08
3.875000000000000000e+03 9.227233106720067272e-08
4.125000000000000000e+03 1.405072695271718379e-07
4.375000000000000000e+03 2.864667056893610021e-07
4.625000000000000000e+03 2.928855745655470735e-07
4.875000000000000000e+03 8.840798179012876150e-08
5.125000000000000000e+03 5.049856255063254677e-07
