# E[keV] values
0.000000000000000000e+00 7.703533298453507427e+01
2.500000000000000000e+02 4.769919522191628403e+01
5.000000000000000000e+02 6.697219816323276120e+01
7.500000000000000000e+02 1.603418717955135833e+02
1.000000000000000000e+03 2.941641231687727327e+02
1.250000000000000000e+03 5.410560865859488331e+02
1.500000000000000000e+03 7.689475066604007907e+02
1.750000000000000000e+03 1.287182923941506715e+03
2.000000000000000000e+03 1.929215411659799656e+03
2.250000000000000000e+03 2.948372268372369490e+03
2.500000000000000000e+03 4.672777684335133927e+03
2.750000000000000000e+03 1.087287306939298105e+04
3.000000000000000000e+03 2.382900323595109148e+04
3.250000000000000000e+03 4.102761314094867703e+04
3.500000000000000000e+03 1.183636877222528710e+05
3.750000000000000000e+03 2.398094536064674612e+05
4.000000000000000000e+03 1.098036277273442131e+06
