# E[keV] values
0.000000000000000000e+00 5.357442788745927942e+01
2.000000000000000000e+02 3.700956413860767213e+01
4.000000000000000000e+02 5.800396458453094084e+01
6.000000000000000000e+02 1.183885966507094594e+02
8.000000000000000000e+02 1.788269412537058543e+02
1.000000000000000000e+03 2.119145567407493047e+02
1.200000000000000000e+03 4.516426912913390197e+02
1.400000000000000000e+03 5.012479564787118420e+02
1.600000000000000000e+03 9.211376977182933388e+02
1.800000000000000000e+03 1.008145588408434946e+03
2.000000000000000000e+03 1.558915832653939788e+03
2.200000000000000000e+03 2.283745025630080818e+03
2.400000000000000000e+03 3.505184980646460644e+03
2.600000000000000000e+03 6.289503742228028386e+03
2.800000000000000000e+03 7.121445093999660457e+03
3.000000000000000000e+03 1.614901944947172160e+04
3.200000000000000000e+03 3.237216976207364860e+04
3.400000000000000000e+03 4.219447913479456474e+04
3.600000000000000000e+03 1.035120204367609695e+05
3.800000000000000000e+03 1.730726287192891468e+05
4.000000000000000000e+03 3.826389586074264953e+05
