# E[keV] values
1.100000000000000000e+03 1.289320318923545396e-08
1.300000000000000000e+03 2.138483836534751885e-08
1.500000000000000000e+03 3.277833145024967425e-08
1.700000000000000000e+03 4.035992500728835257e-08
1.900000000000000000e+03 4.524856106778027731e-08
2.100000000000000000e+03 5.668463796170203207e-08
2.300000000000000000e+03 5.035484002243282574e-08
2.500000000000000000e+03 4.911793146594265791e-08
2.700000000000000000e+03 4.751947513763511756e-08
2.900000000000000000e+03 4.765192769938996481e-08
3.100000000000000000e+03 2.852880351277199833e-08
3.300000000000000000e+03 3.822597931414287790e-11
3.500000000000000000e+03 7.345459810238013536e-09
3.700000000000000000e+03 4.874393692502162887e-08
3.900000000000000000e+03 5.403034429951460080e-08
4.100000000000000000e+03 4.317066509927083106e-08
4.300000000000000000e+03 1.592106419252850307e-07
4.500000000000000000e+03 3.247479664133846623e-07
4.700000000000000000e+03 1.566569556064685692e-07
4.900000000000000000e+03 1.036936517020707293e-07
5.100000000000000000e+03 9.395689241474953324e-07
