# E[keV] values
0.000000000000000000e+00 1.331706059687332981e+02
2.000000000000000000e+02 3.713857875603644487e+01
4.000000000000000000e+02 5.020624995333785279e+01
6.000000000000000000e+02 1.109178588013456590e+02
8.000000000000000000e+02 1.015682621905164922e+02
1.000000000000000000e+03 1.123956613834453009e+02
1.200000000000000000e+03 1.447535725445104333e+02
1.400000000000000000e+03 1.616520914792887424e+02
1.600000000000000000e+03 1.773120933480273607e+02
1.800000000000000000e+03 1.806334727209256812e+02
2.000000000000000000e+03 2.015993354121189043e+02
2.200000000000000000e+03 2.242664081578829496e+02
2.400000000000000000e+03 3.042213296277994914e+02
2.600000000000000000e+03 3.791211860514198975e+02
2.800000000000000000e+03 3.671640218828014213e+02
3.000000000000000000e+03 3.599982186046904644e+02
3.200000000000000000e+03 6.130676408989991160e+02
3.400000000000000000e+03 7.423908303292721484e+02
3.600000000000000000e+03 9.318629709834069672e+02
3.800000000000000000e+03 1.698872062984789409e+03
4.000000000000000000e+03 1.368006025811305335e+03
