# E[keV] values
1.100000000000000000e+03 1.854907754299099454e-08
1.300000000000000000e+03 2.644530612228850687e-08
1.500000000000000000e+03 3.982220274855793149e-08
1.700000000000000000e+03 4.033244160456700504e-08
1.900000000000000000e+03 5.562287015283076953e-08
2.100000000000000000e+03 6.545743320471066873e-08
2.300000000000000000e+03 5.690714093584901666e-08
2.500000000000000000e+03 5.200139363726296125e-08
2.700000000000000000e+03 5.252438712320564252e-08
2.900000000000000000e+03 6.602564784292539504e-08
3.100000000000000000e+03 3.427449890798484222e-08
3.300000000000000000e+03 2.865243117479367780e-11
3.500000000000000000e+03 1.514463215515177879e-08
3.700000000000000000e+03 3.475915618998478890e-08
3.900000000000000000e+03 7.347644037604019448e-08
4.100000000000000000e+03 1.233390703829463013e-07
4.300000000000000000e+03 1.528754997715213970e-07
4.500000000000000000e+03 1.634115113884657017e-07
4.700000000000000000e+03 4.047158813467094062e-07
4.900000000000000000e+03 2.416545483062676622e-07
5.100000000000000000e+03 7.809959740417148102e-07
