# E[keV] values
0.000000000000000000e+00 5.970464138607660232e+01
2.000000000000000000e+02 3.142943259459705629e+01
4.000000000000000000e+02 5.535160967885522609e+01
6.000000000000000000e+02 1.152375091928555406e+02
8.000000000000000000e+02 2.014077787373205979e+02
1.000000000000000000e+03 2.306193396836847000e+02
1.200000000000000000e+03 4.408218810579952560e+02
1.400000000000000000e+03 5.907649656703252958e+02
1.600000000000000000e+03 8.767942471457107558e+02
1.800000000000000000e+03 1.193548801988485820e+03
2.000000000000000000e+03 1.695470814426795641e+03
2.200000000000000000e+03 2.589466290194511203e+03
2.400000000000000000e+03 3.260496917322245281e+03
2.600000000000000000e+03 7.985497046978354774e+03
2.800000000000000000e+03 9.935132421171718306e+03
3.000000000000000000e+03 1.523663202732502032e+04
3.200000000000000000e+03 3.991797990878446581e+04
3.400000000000000000e+03 4.241526864203758305e+04
3.600000000000000000e+03 1.174518482181380969e+05
3.800000000000000000e+03 1.582249918801645108e+05
4.000000000000000000e+03 3.649757500013405224e+05
