# E[keV] values
1.100000000000000000e+03 5.138896586011475889e-08
1.300000000000000000e+03 4.099406414794343323e-08
1.500000000000000000e+03 4.967923752102210602e-08
1.700000000000000000e+03 5.740661118937658651e-08
1.900000000000000000e+03 7.392217306244453679e-08
2.100000000000000000e+03 9.132404164879945181e-08
2.300000000000000000e+03 8.690431596980337137e-08
2.500000000000000000e+03 9.282568337388947670e-08
2.700000000000000000e+03 9.269347538343979543e-08
2.900000000000000000e+03 9.102595060892437694e-08
3.100000000000000000e+03 3.018952282286261148e-08
3.300000000000000000e+03 4.330391413538087613e-11
3.500000000000000000e+03 2.490747303382838944e-08
3.700000000000000000e+03 6.305201265986829048e-08
3.900000000000000000e+03 1.057678485909646988e-07
4.100000000000000000e+03 1.319242051832583440e-07
4.300000000000000000e+03 1.318823826314070773e-07
4.500000000000000000e+03 3.815938338279390763e-07
4.700000000000000000e+03 3.769751019598866357e-07
4.900000000000000000e+03 5.317825378833012099e-07
5.100000000000000000e+03 9.685965137884558359e-07
