# E[keV] values
1.100000000000000000e+03 2.090686601375094479e-08
1.300000000000000000e+03 3.311989176356570829e-08
1.500000000000000000e+03 4.729600379446895428e-08
1.700000000000000000e+03 4.736016781713998214e-08
1.900000000000000000e+03 6.233264202240283502e-08
2.100000000000000000e+03 8.317109773112811386e-08
2.300000000000000000e+03 7.098626686807940974e-08
2.500000000000000000e+03 6.734177619063113390e-08
2.700000000000000000e+03 7.428755461782266197e-08
2.900000000000000000e+03 7.087280568611256530e-08
3.100000000000000000e+03 2.309403008790671493e-08
3.300000000000000000e+03 4.356166167649525795e-11
3.500000000000000000e+03 4.008723233222634769e-08
3.700000000000000000e+03 5.449010957743192092e-08
3.900000000000000000e+03 6.194337422657974602e-08
4.100000000000000000e+03 1.064450141394072193e-07
4.300000000000000000e+03 1.297508777662731853e-07
4.500000000000000000e+03 2.497101661364880277e-07
4.700000000000000000e+03 2.541742794428871805e-07
4.900000000000000000e+03 2.806136017650402729e-07
5.100000000000000000e+03 1.136794705030973690e-06
