# E[keV] values
0.000000000000000000e+00 3.497213022474184640e+01
2.000000000000000000e+02 2.090309878389228970e+01
4.000000000000000000e+02 6.927977636633083591e+01
6.000000000000000000e+02 1.175083239602369076e+02
8.000000000000000000e+02 1.846122084891022439e+02
1.000000000000000000e+03 1.990589352775208738e+02
1.200000000000000000e+03 4.899204552615009902e+02
1.400000000000000000e+03 6.797194618795128918e+02
1.600000000000000000e+03 9.326092946052052639e+02
1.800000000000000000e+03 1.155456968269616482e+03
2.000000000000000000e+03 1.770690770085909890e+03
2.200000000000000000e+03 2.654627814113932345e+03
2.400000000000000000e+03 4.060937892918243961e+03
2.600000000000000000e+03 7.771207833704562290e+03
2.800000000000000000e+03 1.008766843245062228e+04
3.000000000000000000e+03 1.569966901673576285e+04
3.200000000000000000e+03 2.926596588852801506e+04
3.400000000000000000e+03 4.065376582919462089e+04
3.600000000000000000e+03 9.981917315514229995e+04
3.800000000000000000e+03 1.398244429534115479e+05
4.000000000000000000e+03 2.971565348385266843e+05
