# E[keV] values
1.100000000000000000e+03 2.068534784733358542e-09
1.300000000000000000e+03 2.568580662885698438e-09
1.500000000000000000e+03 2.918416297606061137e-09
1.700000000000000000e+03 2.587954957433617257e-09
1.900000000000000000e+03 2.278471841994682167e-09
2.100000000000000000e+03 2.397976294312006343e-09
2.300000000000000000e+03 1.279339989816196959e-09
2.500000000000000000e+03 9.056631731648362548e-10
2.700000000000000000e+03 6.414826268162638915e-10
2.900000000000000000e+03 5.403515035716711344e-10
3.100000000000000000e+03 2.011721718564392651e-10
3.300000000000000000e+03 1.175586979146301297e-13
3.500000000000000000e+03 3.930721265390383003e-11
3.700000000000000000e+03 1.237987530529883102e-10
3.900000000000000000e+03 1.097312283302338458e-10
4.100000000000000000e+03 1.082179873652544176e-10
4.300000000000000000e+03 1.179279522991569065e-10
4.500000000000000000e+03 1.096429695815803718e-10
4.700000000000000000e+03 1.677483384893000791e-10
4.900000000000000000e+03 1.040328885651852558e-10
5.100000000000000000e+03 1.393820369811795416e-10
