# E[keV] values
1.100000000000000000e+03 2.180062700850577054e-08
1.300000000000000000e+03 3.489726421264247587e-08
1.500000000000000000e+03 3.876407133937175249e-08
1.700000000000000000e+03 5.030483444313824943e-08
1.900000000000000000e+03 6.369687334906904764e-08
2.100000000000000000e+03 7.579868057084044420e-08
2.300000000000000000e+03 7.117009645981516948e-08
2.500000000000000000e+03 7.836391673710055036e-08
2.700000000000000000e+03 7.934838966156015297e-08
2.900000000000000000e+03 9.745080688253564629e-08
3.100000000000000000e+03 3.381892282655493469e-08
3.300000000000000000e+03 4.953716168184162527e-11
3.500000000000000000e+03 1.428447609800049795e-08
3.700000000000000000e+03 6.659167845639560754e-08
3.900000000000000000e+03 9.715832071134206583e-08
4.100000000000000000e+03 1.410045731510385184e-07
4.300000000000000000e+03 1.633931154728760543e-07
4.500000000000000000e+03 1.878506376213422485e-07
4.700000000000000000e+03 3.055464727339668536e-07
4.900000000000000000e+03 1.001144665190746484e-06
5.100000000000000000e+03 1.097068474231526966e-06
