# E[keV] values
0.000000000000000000e+00 5.660968885370966319e+01
2.000000000000000000e+02 2.343148157918471242e+01
4.000000000000000000e+02 6.113913571462504848e+01
6.000000000000000000e+02 8.923683487385076774e+01
8.000000000000000000e+02 1.653809919278673419e+02
1.000000000000000000e+03 2.202085037814392194e+02
1.200000000000000000e+03 3.116200330974190820e+02
1.400000000000000000e+03 5.729579920644048343e+02
1.600000000000000000e+03 6.964770378909740884e+02
1.800000000000000000e+03 1.069606921765644984e+03
2.000000000000000000e+03 1.613392427177474246e+03
2.200000000000000000e+03 2.261789106722547785e+03
2.400000000000000000e+03 4.059795607355917582e+03
2.600000000000000000e+03 7.977494436083045912e+03
2.800000000000000000e+03 8.592218820494214015e+03
3.000000000000000000e+03 1.863780421394864970e+04
3.200000000000000000e+03 2.958143280741383933e+04
3.400000000000000000e+03 5.659673217627217673e+04
3.600000000000000000e+03 9.008956712592687109e+04
3.800000000000000000e+03 1.994641910673667735e+05
4.000000000000000000e+03 5.336012119367942214e+05
