# E[keV] values
1.100000000000000000e+03 2.337986161164926113e-08
1.300000000000000000e+03 3.218632152996048450e-08
1.500000000000000000e+03 3.192278944230610916e-08
1.700000000000000000e+03 4.929062588171599245e-08
1.900000000000000000e+03 5.621535394117267951e-08
2.100000000000000000e+03 6.309649978336928414e-08
2.300000000000000000e+03 7.216798084425078318e-08
2.500000000000000000e+03 6.726637223247310359e-08
2.700000000000000000e+03 7.522781052994484263e-08
2.900000000000000000e+03 7.214331189197622700e-08
3.100000000000000000e+03 3.642989631374973463e-08
3.300000000000000000e+03 2.356833657361206138e-11
3.500000000000000000e+03 1.407400633830159028e-08
3.700000000000000000e+03 3.925820856505303215e-08
3.900000000000000000e+03 7.856926040991709212e-08
4.100000000000000000e+03 1.293519522441602021e-07
4.300000000000000000e+03 1.705384604377770038e-07
4.500000000000000000e+03 1.139716933702774431e-07
4.700000000000000000e+03 6.034823684767216986e-07
4.900000000000000000e+03 1.991288078711627427e-07
5.100000000000000000e+03 7.842923206496477368e-07
