# E[keV] values
1.100000000000000000e+03 2.391338870114608549e-08
1.300000000000000000e+03 3.274042557461625960e-08
1.500000000000000000e+03 3.243857806916016865e-08
1.700000000000000000e+03 3.853666752045782542e-08
1.900000000000000000e+03 4.823183596120689558e-08
2.100000000000000000e+03 6.864127641017261534e-08
2.300000000000000000e+03 5.487205613250514375e-08
2.500000000000000000e+03 7.252894971543115955e-08
2.700000000000000000e+03 7.159136077903809664e-08
2.900000000000000000e+03 7.648201946384920372e-08
3.100000000000000000e+03 2.522826848007226667e-08
3.300000000000000000e+03 3.569091717527454514e-11
3.500000000000000000e+03 1.625250404930164938e-08
3.700000000000000000e+03 6.752917301233351533e-08
3.900000000000000000e+03 7.943000655586256498e-08
4.100000000000000000e+03 1.192960896029132247e-07
4.300000000000000000e+03 1.153524142305055831e-07
4.500000000000000000e+03 1.889815181170048859e-07
4.700000000000000000e+03 1.166973376317888200e-07
4.900000000000000000e+03 3.526314701127493370e-07
5.100000000000000000e+03 6.353043976109117597e-07
