# E[keV] values
1.100000000000000000e+03 1.490165155257033865e-08
1.300000000000000000e+03 2.733160485923934284e-08
1.500000000000000000e+03 4.071498764637224176e-08
1.700000000000000000e+03 3.666123777823237778e-08
1.900000000000000000e+03 5.038582169798757850e-08
2.100000000000000000e+03 7.014164256589699994e-08
2.300000000000000000e+03 5.582990420794887172e-08
2.500000000000000000e+03 5.310307623319244543e-08
2.700000000000000000e+03 5.174382631629888511e-08
2.900000000000000000e+03 6.079198660967611234e-08
3.100000000000000000e+03 2.022284130834112969e-08
3.300000000000000000e+03 3.875440183330923522e-11
3.500000000000000000e+03 2.246077989506819971e-08
3.700000000000000000e+03 3.443048647040829766e-08
3.900000000000000000e+03 8.477958317056405159e-08
4.100000000000000000e+03 1.258100949329378473e-07
4.300000000000000000e+03 1.130577725229762990e-07
4.500000000000000000e+03 1.338997557837186498e-07
4.700000000000000000e+03 2.154737757185728226e-07
4.900000000000000000e+03 3.150097366866813070e-07
5.100000000000000000e+03 8.200298314969803697e-07
