# E[keV] values
0.000000000000000000e+00 5.593331128330012803e+01
2.000000000000000000e+02 2.344752084233444478e+01
4.000000000000000000e+02 5.644770992018918321e+01
6.000000000000000000e+02 1.675317784743237155e+02
8.000000000000000000e+02 2.036111442156535247e+02
1.000000000000000000e+03 3.449034384149945254e+02
1.200000000000000000e+03 5.281957077396062914e+02
1.400000000000000000e+03 7.507973672895151367e+02
1.600000000000000000e+03 1.020322857953172161e+03
1.800000000000000000e+03 1.607509149091917834e+03
2.000000000000000000e+03 2.177456975946677630e+03
2.200000000000000000e+03 2.448298660143352208e+03
2.400000000000000000e+03 5.517341883739275545e+03
2.600000000000000000e+03 9.319482308499458668e+03
2.800000000000000000e+03 1.103873143282560886e+04
3.000000000000000000e+03 1.926841413258020475e+04
3.200000000000000000e+03 3.867959230536795076e+04
3.400000000000000000e+03 4.932511138548662711e+04
3.600000000000000000e+03 1.300529173857977585e+05
3.800000000000000000e+03 3.508818639462186839e+05
4.000000000000000000e+03 8.617976509148915065e+05
