# E[keV] values
0.000000000000000000e+00 4.314095629201206350e+01
2.000000000000000000e+02 2.531346197519489394e+01
4.000000000000000000e+02 5.779350524113744569e+01
6.000000000000000000e+02 1.121618533927222501e+02
8.000000000000000000e+02 1.909333663995099926e+02
1.000000000000000000e+03 2.329242147106996015e+02
1.200000000000000000e+03 4.805637201490455368e+02
1.400000000000000000e+03 6.362899346384153887e+02
1.600000000000000000e+03 9.405670447731231434e+02
1.800000000000000000e+03 1.148850904949722235e+03
2.000000000000000000e+03 2.107044102852934884e+03
2.200000000000000000e+03 3.139307274035204955e+03
2.400000000000000000e+03 3.978151423426450492e+03
2.600000000000000000e+03 1.187918858166402606e+04
2.800000000000000000e+03 8.604369726852144595e+03
3.000000000000000000e+03 1.825897227900588041e+04
3.200000000000000000e+03 4.278481269239076209e+04
3.400000000000000000e+03 5.209121269170531014e+04
3.600000000000000000e+03 1.210973303112563881e+05
3.800000000000000000e+03 3.217152289691969054e+05
4.000000000000000000e+03 2.389135410897829279e+05
