# E[keV] values
0.000000000000000000e+00 5.918167017740940850e+01
2.000000000000000000e+02 3.614656364073233163e+01
4.000000000000000000e+02 5.442947175264860249e+01
6.000000000000000000e+02 1.167149000845904681e+02
8.000000000000000000e+02 2.284496328701997641e+02
1.000000000000000000e+03 2.512540654794928798e+02
1.200000000000000000e+03 5.191589864970570716e+02
1.400000000000000000e+03 6.748987959251375059e+02
1.600000000000000000e+03 7.995369318467991206e+02
1.800000000000000000e+03 1.423370326476072478e+03
2.000000000000000000e+03 1.964679903835821506e+03
2.200000000000000000e+03 2.259527666750423577e+03
2.400000000000000000e+03 4.579153065752203474e+03
2.600000000000000000e+03 9.923064321502808525e+03
2.800000000000000000e+03 9.664610543544911707e+03
3.000000000000000000e+03 2.090303746195333952e+04
3.200000000000000000e+03 3.233399966815980952e+04
3.400000000000000000e+03 6.386713618428757036e+04
3.600000000000000000e+03 2.079029864947185852e+05
3.800000000000000000e+03 3.109936545797584695e+05
4.000000000000000000e+03 7.921532818194655702e+05
