# E[keV] values
1.100000000000000000e+03 2.082371397908495977e-08
1.300000000000000000e+03 2.891647419402255924e-08
1.500000000000000000e+03 4.189884689797522995e-08
1.700000000000000000e+03 4.461487171347175456e-08
1.900000000000000000e+03 6.416823174928177184e-08
2.100000000000000000e+03 7.692860792833469396e-08
2.300000000000000000e+03 6.816526952169396975e-08
2.500000000000000000e+03 6.614946442986781249e-08
2.700000000000000000e+03 7.256090503852447114e-08
2.900000000000000000e+03 8.703055634925705311e-08
3.100000000000000000e+03 3.483608724315385016e-08
3.300000000000000000e+03 3.500147167553176652e-11
3.500000000000000000e+03 1.947710723936396767e-08
3.700000000000000000e+03 4.790414649228074926e-08
3.900000000000000000e+03 9.928265028351240019e-08
4.100000000000000000e+03 1.584031087827725152e-07
4.300000000000000000e+03 1.232782211325112717e-07
4.500000000000000000e+03 2.464453966885352568e-07
4.700000000000000000e+03 4.584100361579557743e-07
4.900000000000000000e+03 6.132120244339510789e-07
5.100000000000000000e+03 4.375564124059973603e-07
