# E[keV] values
0.000000000000000000e+00 4.896818622790895859e+01
2.000000000000000000e+02 2.860690463725443777e+01
4.000000000000000000e+02 5.474838599127848227e+01
6.000000000000000000e+02 1.241490362680420105e+02
8.000000000000000000e+02 1.555369498417328487e+02
1.000000000000000000e+03 2.922422198279582517e+02
1.200000000000000000e+03 5.446632417869692517e+02
1.400000000000000000e+03 6.440673927639675185e+02
1.600000000000000000e+03 8.862694084958774283e+02
1.800000000000000000e+03 1.450112443443930033e+03
2.000000000000000000e+03 2.117074035883184933e+03
2.200000000000000000e+03 3.020906656822030982e+03
2.400000000000000000e+03 4.279072897509433460e+03
2.600000000000000000e+03 9.197041433588421569e+03
2.800000000000000000e+03 9.072327179093801533e+03
3.000000000000000000e+03 2.273535520774926044e+04
3.200000000000000000e+03 3.583371630599559285e+04
3.400000000000000000e+03 5.570121951303497917e+04
3.600000000000000000e+03 1.251984808630906919e+05
3.800000000000000000e+03 3.190739496005292167e+05
4.000000000000000000e+03 4.334696562651067507e+05
