# E[keV] values
0.000000000000000000e+00 6.932602188175158631e+01
2.000000000000000000e+02 3.041925059090284833e+01
4.000000000000000000e+02 5.955215490834592629e+01
6.000000000000000000e+02 1.437273242138068383e+02
8.000000000000000000e+02 1.862835569768154471e+02
1.000000000000000000e+03 1.906941599159843861e+02
1.200000000000000000e+03 4.325156508868795981e+02
1.400000000000000000e+03 5.587671903923917398e+02
1.600000000000000000e+03 8.488949826471575761e+02
1.800000000000000000e+03 1.140274183945253981e+03
2.000000000000000000e+03 1.360236023824675385e+03
2.200000000000000000e+03 2.754839093522262374e+03
2.400000000000000000e+03 3.863260117899870238e+03
2.600000000000000000e+03 7.328081557832457293e+03
2.800000000000000000e+03 1.025496429895420624e+04
3.000000000000000000e+03 1.822706140219430745e+04
3.200000000000000000e+03 2.556122933948011996e+04
3.400000000000000000e+03 5.368361883109254268e+04
3.600000000000000000e+03 7.103817815284751123e+04
3.800000000000000000e+03 1.284387215214448661e+05
4.000000000000000000e+03 2.341942793891248875e+05
