# E[keV] values
1.125000000000000000e+03 3.936906318416736138e-09
1.375000000000000000e+03 3.285898250015866830e-09
1.625000000000000000e+03 2.699193628771370336e-09
1.875000000000000000e+03 2.830976950055169575e-09
2.125000000000000000e+03 2.587153490341224142e-09
2.375000000000000000e+03 1.460104551634181902e-09
2.625000000000000000e+03 1.253786763606217452e-09
2.875000000000000000e+03 8.450961552714331578e-10
3.125000000000000000e+03 3.440414682894261821e-10
3.375000000000000000e+03 6.224649792200273547e-11
3.625000000000000000e+03 2.139500057754773182e-10
3.875000000000000000e+03 1.069073272164652149e-10
4.125000000000000000e+03 2.942527136230571501e-10
4.375000000000000000e+03 1.468639949805131852e-10
4.625000000000000000e+03 1.891695508398032755e-10
4.875000000000000000e+03 1.576417223133952209e-10
5.125000000000000000e+03 2.429368118675651639e-10
5.375000000000000000e+03 4.134514054265427732e-10
