# E[keV] values
0.000000000000000000e+00 4.671073592933021956e+01
2.500000000000000000e+02 3.677919113271960327e+01
5.000000000000000000e+02 9.048079457325464148e+01
7.500000000000000000e+02 1.679351173255214178e+02
1.000000000000000000e+03 2.549974657785900547e+02
1.250000000000000000e+03 4.897156616376126408e+02
1.500000000000000000e+03 6.345588695784230140e+02
1.750000000000000000e+03 1.276710050444881745e+03
2.000000000000000000e+03 2.194855761197708944e+03
2.250000000000000000e+03 3.619961269858229571e+03
2.500000000000000000e+03 8.351474998739580769e+03
2.750000000000000000e+03 9.413707238674744076e+03
3.000000000000000000e+03 2.712831058059618226e+04
3.250000000000000000e+03 3.930875042220091564e+04
3.500000000000000000e+03 9.401321555484092096e+04
3.750000000000000000e+03 1.354233716725826380e+05
4.000000000000000000e+03 3.082111341341568623e+05
4.250000000000000000e+03 1.318144782006598776e+06
