# E[keV] values
0.000000000000000000e+00 3.993097596351274348e+01
2.500000000000000000e+02 4.162990677691029617e+01
5.000000000000000000e+02 7.399331090758710161e+01
7.500000000000000000e+02 1.398841060835002565e+02
1.000000000000000000e+03 2.193771510205942548e+02
1.250000000000000000e+03 3.289235422558967343e+02
1.500000000000000000e+03 5.045589222392441684e+02
1.750000000000000000e+03 9.255101910514534893e+02
2.000000000000000000e+03 1.892561740736253341e+03
2.250000000000000000e+03 3.198494543472315854e+03
2.500000000000000000e+03 7.370028825749222960e+03
2.750000000000000000e+03 9.816433489462639045e+03
3.000000000000000000e+03 1.592398275560005459e+04
3.250000000000000000e+03 3.950273198656765453e+04
3.500000000000000000e+03 7.268342718119945494e+04
3.750000000000000000e+03 1.464622381924540969e+05
4.000000000000000000e+03 2.989313231776771718e+05
4.250000000000000000e+03 7.102626839776133420e+05
