# E[keV] values
1.125000000000000000e+03 3.257911982143152033e-08
1.375000000000000000e+03 3.200209383301938022e-08
1.625000000000000000e+03 4.945723854643240959e-08
1.875000000000000000e+03 5.648095283616957028e-08
2.125000000000000000e+03 7.506678973280679100e-08
2.375000000000000000e+03 5.911301060406771830e-08
2.625000000000000000e+03 5.851082773954600951e-08
2.875000000000000000e+03 5.842615063595210324e-08
3.125000000000000000e+03 3.191249696121311504e-08
3.375000000000000000e+03 1.457084883226378277e-08
3.625000000000000000e+03 3.260122729566639074e-08
3.875000000000000000e+03 3.262268059160121284e-08
4.125000000000000000e+03 9.997659917533227021e-08
4.375000000000000000e+03 1.403512301927146311e-07
4.625000000000000000e+03 2.856015951676150936e-07
4.875000000000000000e+03 1.450900446092493700e-07
5.125000000000000000e+03 4.567310172519843848e-07
5.375000000000000000e+03 1.332329550534957398e-06
