# E[keV] values
0.000000000000000000e+00 3.694870407974337922e+01
2.500000000000000000e+02 3.594060294134020239e+01
5.000000000000000000e+02 9.893501791655657485e+01
7.500000000000000000e+02 2.271446471383508765e+02
1.000000000000000000e+03 2.880429788550458738e+02
1.250000000000000000e+03 4.720008375418888136e+02
1.500000000000000000e+03 7.999959979870225197e+02
1.750000000000000000e+03 1.652567145696966691e+03
2.000000000000000000e+03 2.434674026841578325e+03
2.250000000000000000e+03 4.244012924706934427e+03
2.500000000000000000e+03 9.308834476585310767e+03
2.750000000000000000e+03 1.496030612132756687e+04
3.000000000000000000e+03 2.784175991387667455e+04
3.250000000000000000e+03 3.899650882084624754e+04
3.500000000000000000e+03 1.073962121067513945e+05
3.750000000000000000e+03 1.413901716863423644e+05
4.000000000000000000e+03 2.587830377214624605e+05
4.250000000000000000e+03 3.821231637066910625e+05
