# E[keV] values
0.000000000000000000e+00 5.047588489193444872e+01
2.500000000000000000e+02 4.534884834557936273e+01
5.000000000000000000e+02 6.891973610913537129e+01
7.500000000000000000e+02 1.604695281797780240e+02
1.000000000000000000e+03 2.912977666307627942e+02
1.250000000000000000e+03 3.779119999533584746e+02
1.500000000000000000e+03 8.069971407192700781e+02
1.750000000000000000e+03 1.295101404147695803e+03
2.000000000000000000e+03 2.119764051477915018e+03
2.250000000000000000e+03 3.114283057356557492e+03
2.500000000000000000e+03 7.838319213075617881e+03
2.750000000000000000e+03 1.076418464743858931e+04
3.000000000000000000e+03 2.466226691233019301e+04
3.250000000000000000e+03 3.878355549030720431e+04
3.500000000000000000e+03 8.629252475292222516e+04
3.750000000000000000e+03 1.270806824110345478e+05
4.000000000000000000e+03 2.831430868549537263e+05
4.250000000000000000e+03 4.797444200775570353e+05
