# E[keV] values
1.125000000000000000e+03 2.420739385030336712e-08
1.375000000000000000e+03 3.296787477495736596e-08
1.625000000000000000e+03 4.838250547775718949e-08
1.875000000000000000e+03 6.235189179591952797e-08
2.125000000000000000e+03 8.048703241765960637e-08
2.375000000000000000e+03 7.912853412692300054e-08
2.625000000000000000e+03 7.125578273593819991e-08
2.875000000000000000e+03 6.835200213779751306e-08
3.125000000000000000e+03 4.732670780164324428e-08
3.375000000000000000e+03 5.950008647323653608e-09
3.625000000000000000e+03 6.144632537645073800e-08
3.875000000000000000e+03 2.608796983040391880e-08
4.125000000000000000e+03 9.802672176002250880e-08
4.375000000000000000e+03 3.946821361608720480e-07
4.625000000000000000e+03 1.500886337709129355e-07
4.875000000000000000e+03 8.972408519562554861e-08
5.125000000000000000e+03 7.369572991371023398e-07
5.375000000000000000e+03 2.524012262700314248e-06
