# E[keV] values
0.000000000000000000e+00 4.219321466555017963e+01
2.500000000000000000e+02 4.327783850781442254e+01
5.000000000000000000e+02 7.210444528674617004e+01
7.500000000000000000e+02 1.517711493399031042e+02
1.000000000000000000e+03 2.442420071636052512e+02
1.250000000000000000e+03 3.098729486459503732e+02
1.500000000000000000e+03 6.401786447105257594e+02
1.750000000000000000e+03 8.741030110170822809e+02
2.000000000000000000e+03 1.669129245519113510e+03
2.250000000000000000e+03 2.781063504071842999e+03
2.500000000000000000e+03 4.358393011721831499e+03
2.750000000000000000e+03 9.029590855054586427e+03
3.000000000000000000e+03 1.903418081401380550e+04
3.250000000000000000e+03 3.477188309292753547e+04
3.500000000000000000e+03 9.012063061044285132e+04
3.750000000000000000e+03 1.237775240209605836e+05
4.000000000000000000e+03 2.446889387350644683e+05
4.250000000000000000e+03 5.771338042352155317e+05
