# E[keV] values
0.000000000000000000e+00 4.935722632585014225e+01
2.500000000000000000e+02 4.758541601884174099e+01
5.000000000000000000e+02 6.745123278017224777e+01
7.500000000000000000e+02 1.702437336669128456e+02
1.000000000000000000e+03 2.800384634661729706e+02
1.250000000000000000e+03 3.944514009134875892e+02
1.500000000000000000e+03 7.462915963797186123e+02
1.750000000000000000e+03 1.321589166637018025e+03
2.000000000000000000e+03 2.093085009284926400e+03
2.250000000000000000e+03 3.903554774717286818e+03
2.500000000000000000e+03 7.457909809321919056e+03
2.750000000000000000e+03 1.387795053503046620e+04
3.000000000000000000e+03 2.366611456613341215e+04
3.250000000000000000e+03 3.860457436985702952e+04
3.500000000000000000e+03 8.676688035440466774e+04
3.750000000000000000e+03 1.241098417561653914e+05
4.000000000000000000e+03 3.021124523956101621e+05
4.250000000000000000e+03 1.402518267089333851e+06
