# E[keV] values
0.000000000000000000e+00 4.205021746394086080e+01
2.500000000000000000e+02 4.402906127786324220e+01
5.000000000000000000e+02 7.314896741928458823e+01
7.500000000000000000e+02 1.645970552512814606e+02
1.000000000000000000e+03 2.743278199431525763e+02
1.250000000000000000e+03 4.407461980412736011e+02
1.500000000000000000e+03 6.803719424042047876e+02
1.750000000000000000e+03 1.372754166921883325e+03
2.000000000000000000e+03 2.291479199899636114e+03
2.250000000000000000e+03 3.896358068001946776e+03
2.500000000000000000e+03 8.481723246570902120e+03
2.750000000000000000e+03 1.447750162816236298e+04
3.000000000000000000e+03 2.725080766753873104e+04
3.250000000000000000e+03 3.421666271600085747e+04
3.500000000000000000e+03 6.833998391655401792e+04
3.750000000000000000e+03 1.971582767847833456e+05
4.000000000000000000e+03 3.316981434158474440e+05
4.250000000000000000e+03 1.473916345988626359e+06
