# E[keV] values
0.000000000000000000e+00 7.032765599733838258e+01
2.000000000000000000e+02 4.289490928755366639e+01
4.000000000000000000e+02 5.532634110629953028e+01
6.000000000000000000e+02 1.047498535647053615e+02
8.000000000000000000e+02 1.270500865273017297e+02
1.000000000000000000e+03 1.972992922575241721e+02
1.200000000000000000e+03 3.784403711543396867e+02
1.400000000000000000e+03 4.601677299981545843e+02
1.600000000000000000e+03 5.757348351703961953e+02
1.800000000000000000e+03 9.077943378544481448e+02
2.000000000000000000e+03 1.462854984618879143e+03
2.200000000000000000e+03 1.981170142785928647e+03
2.400000000000000000e+03 4.772170247996129547e+03
2.600000000000000000e+03 5.940609380951864296e+03
2.800000000000000000e+03 8.951824842659712886e+03
3.000000000000000000e+03 1.596568959794349394e+04
3.200000000000000000e+03 2.834479435903565536e+04
3.400000000000000000e+03 2.545443765134170462e+04
3.600000000000000000e+03 4.231825997501671372e+04
3.800000000000000000e+03 1.154238784444755729e+05
