# E[keV] values
0.000000000000000000e+00 9.324026248564500463e+01
2.000000000000000000e+02 4.693368202703712200e+01
4.000000000000000000e+02 5.443438718103996621e+01
6.000000000000000000e+02 1.813586516221920988e+02
8.000000000000000000e+02 2.473308946978083043e+02
1.000000000000000000e+03 3.222541567632336523e+02
1.200000000000000000e+03 4.921081971485912732e+02
1.400000000000000000e+03 6.364182978776773325e+02
1.600000000000000000e+03 1.169948513962075140e+03
1.800000000000000000e+03 1.489000206162636914e+03
2.000000000000000000e+03 2.056284999868907562e+03
2.200000000000000000e+03 2.764271579291863873e+03
2.400000000000000000e+03 3.764872583264678724e+03
2.600000000000000000e+03 7.280387336792137830e+03
2.800000000000000000e+03 1.294439664235477721e+04
3.000000000000000000e+03 1.993759845294351908e+04
3.200000000000000000e+03 3.669391139017164824e+04
3.400000000000000000e+03 3.819245419838035741e+04
3.600000000000000000e+03 1.373757829456438194e+05
3.800000000000000000e+03 3.167653310607331223e+05
