# E[keV] values
1.100000000000000000e+03 1.594057155123936985e-08
1.300000000000000000e+03 3.703569141017436700e-08
1.500000000000000000e+03 4.243758679510074146e-08
1.700000000000000000e+03 5.389663233461581099e-08
1.900000000000000000e+03 6.038063025231677930e-08
2.100000000000000000e+03 8.384588156344347131e-08
2.300000000000000000e+03 6.761781293232393397e-08
2.500000000000000000e+03 6.330778240730809137e-08
2.700000000000000000e+03 5.530042671034043353e-08
2.900000000000000000e+03 5.745525561944840857e-08
3.100000000000000000e+03 3.613501829250470126e-08
3.300000000000000000e+03 5.152772554538230548e-11
3.500000000000000000e+03 1.108356630915369075e-08
3.700000000000000000e+03 2.739135280867128492e-08
3.900000000000000000e+03 5.857090638382892222e-08
4.100000000000000000e+03 7.273187566865523556e-08
4.300000000000000000e+03 1.069491474005167407e-07
4.500000000000000000e+03 1.412207498964065313e-07
4.700000000000000000e+03 2.638100503578753383e-07
4.900000000000000000e+03 5.526699294898008174e-07
